supplier code,BI number,Raw material description SAP,Supplier/Other material name,supplier name
100012227,179134,Dynasylan GLYMO (KMB 403) 25KG 3H1,Dynasylan GLYMO (KMB 403) 25KG 3H1,SAFIC ALCAN KIMYA SAN VE
100012403,9.6E+11,NIPACIDE FCO,NIPACIDE FCO,CLARIANT INDIA LIMITED
100012543,990701,TIB KAT 233 ,TIB KAT 233,TIB CHEMICALS AG
100012690,17338,Limestone ,MICRON  CARB 4010,20 MICRONS LIMITED
100012690,17338,MICRON  CARB 4010,MICRON  CARB 4010,20 MICRONS LIMITED
100012690,128087,Barium sulfate ,BARIUM SULPHATE M1317,20 MICRONS LIMITED
100012690,128087,BARIUM SULPHATE M1317,BARIUM SULPHATE M1317,20 MICRONS LIMITED
100012690,259032,Quartz (SiO2) (NAM;BI),MICRON  SILICA  FLOUR 300 MESH,20 MICRONS LIMITED
100012690,259032,MICRON  SILICA  FLOUR 300 MESH,MICRON  SILICA  FLOUR 300 MESH,20 MICRONS LIMITED
100012721,250285,WHITE CEMENT ,WHITE PORTLAND,ULTRATECH CEMENT LIMITED
100012721,250285,WHITE PORTLAND,WHITE PORTLAND,ULTRATECH CEMENT LIMITED
100012753,24097,Sucrose ,SUGAR,NAHLAH FOOD TRADING
100012753,24097,SUGAR,SUGAR,NAHLAH FOOD TRADING
100012822,32119,Copolymer of vinyl acetate and vinyl versatate ,ELOTEX HD1500 20KG 5M2,REAKSIYON KIMYA A.S.
100012822,32119,ELOTEX HD1500 20KG 5M2,ELOTEX HD1500 20KG 5M2,REAKSIYON KIMYA A.S.
100012822,54705,Isophorone diamine ,Baxxodur® EC 201 180KG 1A1,REAKSIYON KIMYA A.S.
100012822,54705,Baxxodur® EC 201 180KG 1A1,Baxxodur® EC 201 180KG 1A1,REAKSIYON KIMYA A.S.
100012822,274594,PARAFINWAX EMULSION RC 50 ,PARAFINWAX EMULSION RC 50,REAKSIYON KIMYA A.S.
100012822,274594,PARAFINWAX EMULSION RC 50,PARAFINWAX EMULSION RC 50,REAKSIYON KIMYA A.S.
100012899,274571,DOLAMIT 180 MICRON ,Dolomit 0-2 mm,MARMARA DOLOMIT A.S.
100012899,274571,Dolomit 0-2 mm,Dolomit 0-2 mm,MARMARA DOLOMIT A.S.
100013432,97188,Preservation based on 2-Octyl-2H-isothiazol-3-one ,BIOBAN™ O 45 ANTIMICROBIAL,????????????????
100013432,97188,BIOBAN™ O 45 ANTIMICROBIAL,BIOBAN™ O 45 ANTIMICROBIAL,????????????????
100013449,450077,Sodium thiocyanate - solid ,SODIUM THIOCYANATE,NEDAMCO LLC
100013579,362012,TRO C 1000KG 13H4,TRO C 1000KG 13H4,BASF CORPORATION
100013659,9.6E+11,ESASIL 303P 20 KG 5M2,ESASIL 303P 20 KG 5M2,SILICONI COMMMERCIALE SPA
100013886,919361,"Fatty acids, vegetable-oil ","FATTY ACIDS, VEGETABLE-OIL. 900KG 31HA1",Akhtarskoe OOO
100013957,530502,Modified polyeteramine preparation ,ARADUR 3226,??????????
100013961,57189,CALCIUM CHLORIDE SOLUTION ,CALCIUM CHLORIDE 38% SOLUTION,INDUSTRIA DE ALCALI S.A. de C.V.
100013961,57189,CALCIUM CHLORIDE 38% SOLUTION,Cloruro de Calcio Solucion 38%,INDUSTRIA DE ALCALI S.A.
100013966,58886,"4,4'-Isopropylidendiphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane ",NPEL 128,TAM HOUSE CO. LTD
100013966,58886,NPEL 128,BE 188 EL,TAM HOUSE CO. LTD
100014071,155041,CHROME OXIDE GREEN (Z1587),CHROME OXIDE GREEN (Z1587),HUZHOU EUCHEMY NEW MATER
100014071,155041,Chromium (III) oxide (NAM;BI),CHROME OXIDE GREEN (Z1587),HUZHOU EUCHEMY NEW MATERIALS CO LTD
100014133,15582,Rheovis AS 1125 1050KG 31HA1,Rheovis AS 1125 1050KG 31HA1,\ BASF BTC CHEMICAL DIS
100014133,15582,Rheovis AS 1125 ,Rheovis AS 1125 1050KG 31HA1,\ BASF BTC CHEMICAL DISTRIBUTION
100014133,25779,Diethanolamin Lösung,Diethanolamine solution 1000kg 31HA 10,\ BASF BTC CHEMICAL DISTRIBUTION
100014133,490619,"2-diethylaminoethanol; N,N-diethylethanolamine ","N,N-DIETHYLETHANOLAMINE 0,88KG DUM",\ BASF BTC CHEMICAL DISTRIBUTION
100014133,493682,APG 220 UP,Glucopon 215 UP 1000KG 31HA1,\ BASF BTC CHEMICAL DISTRIBUTION
100014158,238009,"Cement, alumina, chemicals ",ALUMINAT CEMENT SECAR 51,POSSEHL SA DE CV
100014158,238009,ALUMINAT CEMENT SECAR 51,Cemento ISTRA-50,POSSEHL SA DE CV
100014407,896687,Sugar Beet Vinasse ,CEB VD 504 L,Le Saffre Egypt
100014645,36318,"QUARTZ  SAND Ki 0,2-1 mm bulk","QUARZSAND Ki 0,2-1 mm bulk",M + E Tebbe-Neuenhaus Gm
100014645,36318,Quartz (SiO2) (NAM;BI),"QUARTZ  SAND Ki 0,2-1 mm bulk",M + E Tebbe-Neuenhaus GmbH & Co.KG
100014666,450916,DEE FO PI-12 ,DEE FO PI-12 200KG 1A1,Munzing Poland Sp. z o.o
100014666,866679,AGITAN 291 ,AGITAN 291. 1000KG 31HA1,Munzing Poland Sp. z o.o
100014666,866679,AGITAN 291 ,AGITAN 291. 145KG 1H2,Munzing Poland Sp. z o.o
100014848,9.6E+11,CALATEM C16T,CALATEM C16T,Provencale SA
100014848,9.6E+11,CALATEM C16T,"CALATEM C16T, 25KG 5M1",Provencale SA
100014863,14512,EMULAN A ,Emulan A 950KG 31HA1,AGRUPACION QUÍMICOS
100014863,14512,Emulan A 950KG 31HA1,EMULAN A 950KG 31HA1,AGRUPACION QUÍMICOS
100014863,36236,"Phosphoric acid, trisodium salt, dodecahydrate ",TRISODIUM PHOSPHATE,AGRUPACION QUÍMICOS
100014863,36236,TRISODIUM PHOSPHATE,TRISODIUM PHOSPHATE,AGRUPACION QUÍMICOS
100014994,87845,Molasses ,MOLASSES,SARL KB CHEMICAL
100014994,87845,MOLASSES,MOLASSES,SARL KB CHEMICAL
100014994,259028,SILICA SAND (>63micron) (NAM;BI),NATURAL SAND 0 - 0.6 MM,SARL KB CHEMICAL
100015101,269070,"ALCOHOLS, C11-14-ISO-, C13-RICH, ETHOYXLATED ",SYNPERONIC 13/12 LQ AP 205KG DRUM,INDORAMA VENTURES OXIDES
100015101,491925,"2,2'-(Octadec-9-enylimino)bisethanol (NAM;BI)",ETHOMEEN O 12,INDORAMA VENTURES OXIDES
100015101,770879,Aqueous solution of triethanolamine (85%) (NAM;BI),TRIETHANOLAMINE 85% LFG,INDORAMA VENTURES OXIDES
100015186,258426,"(Z)-2,2'-(Octadec-9-enylimino)bisethanol (NAM;BI)",POLYOXYETHYLENE (2) OLEYL AMINE,CLARIANT CANADA INC
100015431,238399,CALCIUM LIGNOSULFONATE 1251KG 31HA1,CALCIUM LIGNOSULFONATE 1251KG 31HA1,Master Builders Solution
100015431,299803,MELFLUX 2651 F 15KG,MELFLUX 2651 F 15KG,Master Builders Solution
100015448,669494,Colortrend 808-2551AXX Organic Yellow Pigment ,"808-2551AXX ORG YEL 5,035KG IP23",INLAND STAR DISTRIBUTION CENTER
100015448,669535,Colortrend 808-2009L Raw Umber Pigment ,"808-2009 L RAW UMBER 5,783KG IP23",INLAND STAR DISTRIBUTION CENTER
100015454,237646,Calcium sulfate ,CALCIUM SULFATE HEMI-HYDRATE,TERMINAL WAREHOUSE INC
100015454,238424,Hexacalcium hexaoxotris[sulphato(2-)]dialuminate(12-) (NAM;BI),DENKA CSA 20,TERMINAL WAREHOUSE INC
100015454,268893,Dolomitic Hydrated Lime ,CALCIUM MAGNESIUM HYDROXIDE,TERMINAL WAREHOUSE INC
100015464,258340,SNOW WHITE Filler ,SNOWHITE FILLER,VERTRAUEN CHEMIE
100015465,107042,LUPRANATE T80 - TYPE 1 ,VORANATE™ T-80 Type I TDI,VERTRAUEN CHEMIE SOLUTIONS
100015479,269021,PIGMENT IRON OXIDE YELLOW,PIGMENT IRON OXIDE YELLOW,"Colorbiotics, LLC"
100015566,140468,Diethanolamine ,DIETHANOLAMINE IN,KLJ RESOURCES LIMITED
100015566,140468,DIETHANOLAMINE IN,DIETHANOLAMINE IN,KLJ RESOURCES LIMITED
100015575,24216,ARBOCEL BC 1000,ARBOCEL BC 1000,RETTENMAIER INDIA PRIVAT
100015575,24216,Cellulose ,ARBOCEL BC 1000,RETTENMAIER INDIA PRIVATE LIMITED
100015576,238077,Rohagit SD 9523 ,ROHAGIT SD 9523 150KG 1H2,SOLINT AG
100015576,238077,ROHAGIT SD 9523 150KG 1H2,ROHAGIT SD 9523 150KG 1H2,SOLINT AG
100015601,79605,JEFFCAT ZR 70,JEFFCAT ZR 70,Nanjing XinhuaYuan Chemi
100015601,79605,Katalysator 93530 ,JEFFCAT ZR 70,Nanjing XinhuaYuan Chemical Co. LTD
100015601,238638,SILICA FUME UNDENSIFIED,SILICA FUME UNDENSIFIED?LM-150?,Nanjing XinhuaYuan Chemi
100015601,238638,"Fumes, silica ",SILICA FUME UNDENSIFIED,Nanjing XinhuaYuan Chemical Co. LTD
100015604,259032,millisil 1000KG 13H1,millisil 1000KG 13H1,Polarniy Quarz JSC
100015604,259032,Quartz (SiO2) (NAM;BI),millisil 1000KG 13H1,Polarniy Quarz JSC
100015622,542939,RS-306 ,RS-306,Jiangsu BATF Technology Development
100015732,971008,"2,2',2''-Nitrilotriethanol >99% ",TRIETHANOLAMINE >99% 225KG 1A1,SEBCHEM PETROCHEMICALS L.L.C
100015772,238006,OPC,OPC,DALMIA CEMENT BHARAT LIM
100015772,238006,PORTLAND CEMENT (<2ppm Cr VI) (NAM;BI),OPC,DALMIA CEMENT BHARAT LIMITED
100015919,467280,"1,1',1''-nitrolotripropan-2-ol (triisopropanolamine), aqueous solution 85% (NAM;BI)","TRIISOPROPANOLAMINE, LFG 85 1000KG 31HA1",AK KIMYA URUNLERI SAN. TIC. LTD. ST
100015941,269106,Na gluconate (M1154),Na gluconate (M1154),WEIFANG JIANBAO BIOTECHN
100015941,269106,Sodium gluconate ,Na gluconate (M1154),WEIFANG JIANBAO BIOTECHNOLOGY CO LT
100015942,498704,Rheovis PE 1331 ,Rheovis PE 1331 204KG 1H2,Guangzhou First Chain Chemical Co L
100016008,238006,OPC,OPC,BHARATHI CEMENT CORPORAT
100016008,238006,PORTLAND CEMENT (<2ppm Cr VI) (NAM;BI),OPC,BHARATHI CEMENT CORPORATION
100016167,950167,Interthane 990 Solution ,INTERTHANE 990 SOLUTION 190KG DRUM,LANDSEA TRADING AND CONTRACTING CO.
100016247,238006,PORTLAND CEMENT (<2ppm Cr VI) (NAM;BI),OPC,DALMIA CEMENT BHARAT LTD
100016258,344132,Titanium Dioxide Lomon R-996 ,TiO2 Lomon R-996 25KG 5M2 3,??????????
100016258,344132,TiO2 Lomon R-996 25KG 5M2 3,TiO2 Lomon R-996 25KG 5M2 3,??????????
100016586,492765,TEXAPON N 70,Agnique SLES 270 T 160KG 1H2,Liaoning Shengde Huaxing Chemical
100016587,100941,PHOSPHORIC ACID 85%,??,Zaozhuang Runxin Chemica
100016587,100941,Phosphoric acid 85% ,PHOSPHORIC ACID 85%,Zaozhuang Runxin Chemical Technolog
100016693,34961,NONYLPHENOL 195KG 1A1,NONYLPHENOL 195KG 1A1,CHIMEKS Limited JSC
100016693,34961,"4-nonylphenol, branched ",NONYLPHENOL 195KG 1A1,CHIMEKS Limited JSC
100016693,581493,Polyoxypropylendiamin,JEFFAMINE D-230 Polyetheramine 195KG 5M1,CHIMEKS Limited JSC
100016772,259028,SILICA SAND (>63micron) (NAM;BI),NATURAL SAND 0 - 0.6 MM,EURL VTMC
100016772,259028,NATURAL SAND 0 - 0.6 MM,NATURAL SAND 0 - 0.6 MM,EURL VTMC
100016772,259028,SILICA SAND (>63micron) (NAM;BI),NATURAL SAND 0.6 - 1.6 MM,EURL VTMC
100016772,259028,NATURAL SAND 0.6 - 1.6 MM,NATURAL SAND 0.6 - 1.6 MM,EURL VTMC
100016772,259028,SILICA SAND (>63micron) (NAM;BI),NATURAL SAND 1.6 - 4.0 MM,EURL VTMC
100016772,259028,NATURAL SAND 1.6 - 4.0 MM,NATURAL SAND 1.6 - 4.0 MM,EURL VTMC
100016883,259028,SILICA SAND (>63micron) (NAM;BI),SAND 9 (0-0.6 MM WHITE),NOUAS BILEL
100016883,259028,SAND 9 (0-0.6 MM WHITE),SAND 9 (0-0.6 MM WHITE),NOUAS BILEL
100016883,259028,SILICA SAND (>63micron) (NAM;BI),NATURAL SAND 0 - 0.6 MM,NOUAS BILEL
100016883,259028,NATURAL SAND 0 - 0.6 MM,NATURAL SAND 0 - 0.6 MM,NOUAS BILEL
100016883,259028,SILICA SAND (>63micron) (NAM;BI),NATURAL SAND 0.6 - 1.6 MM,NOUAS BILEL
100016883,259028,NATURAL SAND 0.6 - 1.6 MM,NATURAL SAND 0.6 - 1.6 MM,NOUAS BILEL
100016883,259028,SILICA SAND (>63micron) (NAM;BI),NATURAL SAND 1.6 - 4.0 MM,NOUAS BILEL
100016883,259028,NATURAL SAND 1.6 - 4.0 MM,NATURAL SAND 1.6 - 4.0 MM,NOUAS BILEL
100016887,269106,SODIUM GLUCONATE,SODIUM GLUCONATE,SHANDONG DEFINLY CHEMICA
100016887,269106,Sodium gluconate ,SODIUM GLUCONATE,"SHANDONG DEFINLY CHEMICAL CO.,LTD"
100017023,291179,TITANIUM DIOXIDE TR92 ,RX060163 TITANIUM TIOXIDE TR92,SAMSENTOSA CHEMICALS SDN BHD
100017023,291179,RX060163 TITANIUM TIOXIDE TR92,RX060163 TITANIUM TIOXIDE TR92,SAMSENTOSA CHEMICALS SDN
100017067,212634,MEILOSE GMC – 1164 25KG 5M2,MEILOSE GMC – 1164 25KG 5M2,DEEPCHEM KIMYA SAN ve TI
100017067,212634,"Cellulose, 2-hydroxypropyl methyl ether ",MEILOSE GMC – 1164 25KG 5M2,DEEPCHEM KIMYA SAN ve TIC A.S.
100017132,36628,WATER,WATER,Al-Hadhrami New Projects
100017241,160057,Helizarin Antifoam TC ECO ,AGITAN 282 25KG 1H2,MUNZING CHEMIE IBERIA SA
100017241,236962,"Non-ionic polyurethane resin 20%, in water ",ACRYSOL RM 1020/RM 2020 150kg 5M1,MUNZING CHEMIE IBERIA SA
100017241,236962,ACRYSOL RM 1020/RM 2020 150kg 5M1,ACRYSOL RM 1020/TAFIGEL PUR 80 150KG 5M1,MUNZING CHEMIE IBERIA SA
100017241,237269,AGITAN 230 ,AGITAN 230 (RM) 120KG 5M1,MUNZING CHEMIE IBERIA SA
100017241,237269,AGITAN 230 (RM) 120KG 5M1,AGITAN 230 (EB) 120KG 5M1,MUNZING CHEMIE IBERIA SA
100017241,237272,AGITAN 265 ,AGITAN 265 120kg 5M1,MUNZING CHEMIE IBERIA SA
100017241,237272,AGITAN 265 120kg 5M1,AGITAN 265 120kg 5M1,MUNZING CHEMIE IBERIA SA
100017241,450916,DEE FO PI-12 ,DEE FO PI-12 200KG 1A1,MUNZING CHEMIE IBERIA SA
100017415,628354,Calcium carbonate ,CALCIUM CARBONATE 100-710 MIKRON,MATEK Madencilik San. ve Tic. A.S.
100017445,54705,Baxxodur® EC 201 180KG 1A1,?????? 180KG 1A1,Changzhou Huilian Chemic
100017445,54705,Isophorone diamine ,Baxxodur® EC 201 180KG 1A1,Changzhou Huilian Chemical Co Ltd
100017447,269106,Sodium gluconate ,NATRIUM GLUCONATE 25KG 5M1,OOO METAHIM
100017447,269106,NATRIUM GLUCONATE 25KG 5M1,NATRIUM GLUCONATE 25KG 5M1,OOO METAHIM
100017592,9.6E+11,"Stabilan WB-WA, 25KG bag","Stabilan WB-WA, 25KG bag",STABILAN UGmbH
100017770,78482,Hydrated Magnesium Silicate ,PANGEL BSF 1 22KG 5M1,Omiya Algol Kaz TOO
100017770,78482,PANGEL BSF 1 22KG 5M1,PANGEL BSF 1 22KG 5M1,Omiya Algol Kaz TOO
100017770,78482,Hydrated Magnesium Silicate ,PANGEL S-9,Omiya Algol Kaz TOO
100017770,78482,PANGEL S-9,PANGEL S-9,Omiya Algol Kaz TOO
100017802,274486,"PORTLAND CEMENT 42,5","Ç?MENTO PÇ 42,5",Tracim Cimento San ve Ti
100017802,274486,Portland Cement ,"PORTLAND CEMENT 42,5",Tracim Cimento San ve Tic A.S.
100017880,264376,Purmoll 3 STH 20KG 5H4,Purmoll 3 ST 20KG 5H4,DAMLANEM Kimya San ve Ti
100017880,264376,Zeolites ,Purmoll 3 STH 20KG 5H4,DAMLANEM Kimya San ve Tic A.S.
100017976,307234,YELLOW DEXTRIN,YELLOW DEXTRIN,KARANDIKARS ORGOCHEM PRI
100017976,307234,Yellow Dextrin ,YELLOW DEXTRIN,KARANDIKARS ORGOCHEM PRIVATE LIMITE
100018055,630602,Basalt ,"Basalt 0,1 - 2,5 mm 1250KG 13H1",Alsar Madencilik Kimya Yapi Yalitim
100018163,9.6E+11,Halliburton-30 Mesh Walnut(Pune) 907.2KG,Halliburton-30 Mesh Walnut(Pune) 907.2KG,"ShellPro, Inc."
100018195,17338,CALCIUM CARBONATE  MESH 100,CALCIUM CARBONATE  MESH 100,S.N.C. BEXCAR BENBRAHIM
100018195,17338,Limestone ,CALCIUM CARBONATE  MESH 100,S.N.C. BEXCAR BENBRAHIM ET CIE
100018406,247143,CEMENT WHITE TIP 1,CEMENTO BLANCO TIPO 1,HOLCIM MÉXICO OPERACIONE
100018406,247143,"Cement, portland, chemicals ",CEMENT WHITE TIP 1,HOLCIM MÉXICO OPERACIONES SA DE CV
100018406,269954,PORTLAND CEMENT CPC 40,PORTLAND CEMENT CPC 40,HOLCIM MÉXICO OPERACIONE
100018406,269954,Portland Cement ,PORTLAND CEMENT CPC 40,HOLCIM MÉXICO OPERACIONES SA DE CV
100018479,105776,OLEIC ACID 90% TECH GRADE,OLEIC ACID 90% TECH GRADE,ACEITES NATURALES Y QUIM
100018479,105776,Oleic acid ,OLEIC ACID 90% TECH GRADE,ACEITES NATURALES Y QUIMICOS FLOGA
100018479,778070,"Castor Oil, BP Grade ","CASTOR OIL, BP GRADE",ACEITES NATURALES Y QUIMICOS FLOGA
100018518,298667,ACCELERATOR 960-1 CH ,RX09221L3200 ACCELERATOR 960-1 200KG,S.GANESH AND CO.
100018518,298667,RX09221L3200 ACCELERATOR 960-1 200KG,RX09221L3200 ACCELERATOR 960-1 200KG,S.GANESH AND CO.
100018659,78887,LAURIC ACID (EB),LAURIC ACID (EB),Arkaz alsharq building m
100018659,78887,Dodecanoic acid ,LAURIC ACID (EB),Arkaz alsharq building materials co
100018659,87845,MOLASSES,MOLASSES,Arkaz alsharq building m
100018659,87845,Molasses ,MOLASSES,Arkaz alsharq building materials co
100018659,132872,DOMSJÖ LIGNIN DS10,Sodium Lignosulphonate Powder,Arkaz alsharq building m
100018659,132872,"Lignosulfonic acid, sodium salt ",DOMSJÖ LIGNIN DS10,Arkaz alsharq building materials co
100018659,9.6E+11,HANSA 101,HANSA 101,Arkaz alsharq building materials co
100018755,79574,Fomrez UL-29 ,FOMREZ UL-29,Galata Chemicals Turkiye Kimyasal A
100018755,79574,FOMREZ UL-29,FOMREZ UL-29,Galata Chemicals Turkiye
100018770,269034,TI-PURE TITANIUM DIOXIDE (R-706 & R-746) (NAM;BI),TI-PURE TITANIUM DIOXIDE (R-706 & R-746),CHEMIK SA DE CV
100018770,269034,TI-PURE TITANIUM DIOXIDE (R-706 & R-746),TI-PURE TITANIUM DIOXIDE (R-706 & R-746),CHEMIK SA DE CV
100018900,562254,Naphthalene (delivery form: solid) (NAM;BI),NAPHTHALENE 200KG 1A2,ERZ ENDUSTRIYEL URUNLER SAN VE TIC
100018929,259028,SILICA SAND (>63micron) (NAM;BI),NATURAL SAND 0.0 - 0.325 MM,ANU ENTERPRISES
100018996,268913,MISTRON VAPOR RE,MISTRON VAPOR RE,MAGRIS TALC US INC
100018996,268913,Talc (Mg3H2(SiO3)4) (NAM;BI),MISTRON VAPOR RE,MAGRIS TALC USA INC
100019000,14701,Diethanolamine pure,Diethanolamine pure,YEGENLER KIMYA LOJISTIK
100019000,14701,Diethanolamine pure ,Diethanolamine pure,YEGENLER KIMYA LOJISTIK VE DIS TICA
100019000,18503,Diethanolamine Pure Sol. 80% bulk,Diethanolamine Pure Sol. 85%,YEGENLER KIMYA LOJISTIK
100019000,18503,Diethanolamin Lösung 80 %,Diethanolamine Pure Sol. 80% bulk,YEGENLER KIMYA LOJISTIK VE DIS TICA
100019091,140458,GLYCERINE 250kg 1A1,GLYCERINE 250kg 1A1,HEXTAR INDUSTRIAL CHEMIC
100019091,140458,GLYCERINE ,GLYCERINE 250kg 1A1,HEXTAR INDUSTRIAL CHEMICALS SDN BHD
100019336,132872,"Lignosulfonic acid, sodium salt ",SODIUM LIGNOSULPHONATES 650KG 13H3,INKA GmbH
100019790,533310,"Fatty acids, vegetable-oil, Me esters ","Biodiesel, bulk",Louis Dreyfus company SA
100019816,9.6E+11,Si-PolyU XP 5013-1 1000KG IBC,Si-PolyU XP 5013-1 1000KG IBC,PolyU GmbH
100019886,258830,"Sodium lauryl ether sulfate (SLES), 70% paste (NAM;BI)",SLES 70% 1000KG 31HA1,RAWABI INTERNATIONAL
100019886,258830,SLES 70% 1000KG 31HA1,SODIUM LAURYL ETHER SULPHATE 70%,RAWABI INTERNATIONAL
100019949,238009,CALCIUM ALUMINATE CEMENT 25kg 5M1,CALCIUM ALUMINATE CEMENT 25kg 5M1,HARBORLITE AEGEAN END MI
100019949,238009,"Cement, alumina, chemicals ",CALCIUM ALUMINATE CEMENT 25kg 5M1,HARBORLITE AEGEAN END MINERALLERI
100019949,238009,SECAR 71 25KG 5M2,SECAR 71 25KG 5M2,HARBORLITE AEGEAN END MI
100019949,238009,"Cement, alumina, chemicals ",SECAR 71 25KG 5M2,HARBORLITE AEGEAN END MINERALLERI
100020012,228984,"METAMAX 907,185KG 13H4","METAMAX 907,185KG 13H4",C.H.Erbslöh Benelux B.V.
100020024,638715,Urea-formaldehyde resin ,Urea-formaldehyde resin,Shandong Lanyuan Chemical Co. Ltd
100020025,17569,CALCIUM STEARATE NANTONG NO5 25KG BAG,CALCIUM STEARATE NANTONG NO5?BS-3818????,Zhongshan Huamingtai Tec
100020025,17569,Calcium stearate ,CALCIUM STEARATE NANTONG NO5 25KG BAG,Zhongshan Huamingtai Technology Co.
100020041,105776,Oleic acid ,OLEIC ACID 90% TECH GRADE,WELCH HOLME AND CLARK CO INC
100020041,105776,OLEIC ACID 90% TECH GRADE,OLEIC ACID 90% TECH GRADE,WELCH HOLME AND CLARK CO
100020324,54527,Hexadecan-1-ol ,CETILIC ALCOHOL,FINE GRINDING
100020324,335985,CETYL ALCOHOL (MODIFIED) (NAM;BI),CETYL ALCOHOL (MODIFIED),FINE GRINDING
100020363,37370,HYDRATED LIME (EB),HYDRATED LIME (EB),PJSC KHIMPROM
100020363,37370,calcium dihydroxide ,HYDRATED LIME (EB),PJSC KHIMPROM
100020497,307590,Ashes (residues) (NAM;BI),FLY ASH CEMGUARD,DIRK PHOENIX PRIVATE LIMITED
100020497,307590,FLY ASH - DURA POZZ,FLY ASH,DIRK PHOENIX PRIVATE LIM
100020497,307590,Ashes (residues) (NAM;BI),FLY ASH - DURA POZZ,DIRK PHOENIX PRIVATE LIMITED
100020781,87845,MOLASSES 70-80,MOLASSES 70-80,TERRA WORLDWIDE SDN BHD
100020781,87845,Molasses ,MOLASSES 70-80,TERRA WORLDWIDE SDN BHD
100020936,132872,"Lignosulfonic acid, sodium salt ",NA LIGNOSULPH (TRIGON/KOTLAS),VENKI CHEM
100020936,132872,NA LIGNOSULPH (TRIGON/KOTLAS),NA LIGNOSULPH (TRIGON/KOTLAS),VENKI CHEM
100021082,9.6E+11,PRIMAL AS-8012 Emulsion 1000KG 31HA1,PRIMAL AS-8012 Emulsion 1000KG 31HA1,DOW MATERIALS SCIENCE
100021456,467280,"1,1',1''-nitrolotripropan-2-ol (triisopropanolamine), aqueous solution 85% (NAM;BI)","TRIISOPROPANOLAMINE, LFG 85 1000KG 31HA1",SINTEZ OKA LLC
100021456,833608,"1-(N,N-Bis(2-hydroxyethyl)amino)propan-2-ol 86% (NAM;BI)",DEIPA 1000KG 31HA1,SINTEZ OKA LLC
100021524,9.6E+11,RO-40 Baracarb 50 22.7KG 5H4,RO-40 Baracarb 50 22.7KG 5H4,IMERYS ALUMINATES
100021670,54705,Baxxodur® EC 201 180KG 1A1,?????? 180KG 1A1,Harmo Eco-Technologies(S
100021670,54705,Isophorone diamine ,Baxxodur® EC 201 180KG 1A1,Harmo Eco-Technologies(Shanghai)co
100021774,258332,MICROSILICA EMS-965 ,MICROSILICA EMS-965 800KG 13H4,OOO TD Microsilica
100021774,258332,MICROSILICA EMS-965 800KG 13H4,MICROSILICA EMS-965 800KG 13H4,OOO TD Microsilica
100021853,17866,Bayferrox 3920 ,Bayferrox 3910 LV 20KG 5M2,Original Color
100021853,17866,Bayferrox 3910 LV 20KG 5M2,Bayferrox 3910 LV 20KG 5M2,Original Color
100021886,238816,"Naphthalenesulfonic acids, reaction products with formaldehyde, sodium salts ",SODIUM BNS POWDER,Shandong Jinwanshan International T
100021886,268633,SODIUMNAPHTALENESULFONATE(P),SODIUMNAPHTALENESULFONATE(P),Shandong Jinwanshan Inte
100021886,268633,High Sulphate Na BNS powder ,SODIUMNAPHTALENESULFONATE(P),Shandong Jinwanshan International T
100021895,36628,WATER,WATER,KINDASA WATER SERVICES C
100021895,36628,Water ,WATER,KINDASA WATER SERVICES COMPANY
100021977,322016,SILICONPOLYMER 80 950KG R-IBC,SILICONPOLYMER 80 950KG R-IBC,Ruichem Europe B.V.
100021977,322122,WEICHMACHER 1000 950KG R-IBC,WEICHMACHER 1000 950KG R-IBC,Ruichem Europe B.V.
100021977,322122,"Siloxanes and Silicones, di-Me ",WEICHMACHER 1000 950KG R-IBC,Ruichem Europe B.V.
100022219,250253,MAGNESIUMFLUOROSILICATE,MAGNESIUMFLUOROSILICATE,Shanghai Fuling Chemical
100022219,250253,"Silicate(2-), hexafluoro-, magnesium (1:1), hexahydrate (NAM;BI)",MAGNESIUMFLUOROSILICATE,Shanghai Fuling Chemical Technology
100022219,793677,Lithium Silicate Solution 20 - 30% ,LITHIUM SILIC SOL MOL RAT. 4.8 200KG 1H1,Shanghai Fuling Chemical Technology
100022815,54861,Polyetheramine D 230 ,Baxxodur® EC 301 195KG 1A1,VICTOR AGENCIES
100022815,54861,Baxxodur® EC 301 195KG 1A1,Baxxodur® EC 301 195KG 1A1,VICTOR AGENCIES
100022816,581493,Polyoxypropylendiamin,JEFFAMINE D-230 Polyetheramine 195KG 5M1,PARI CHEMICALS
100022875,26435,Sodium hydroxide solution 45% - 60% ,SODIUM HYDROXIDE 32%,??????????
100022875,26435,SODIUM HYDROXIDE 32%,??SODIUM HYDROXIDE 32%,??????????
100022875,99546,Sulphuric acid 93% - 100% ,SULPHURIC ACID (98%) 20KG PACK,??????????
100022875,99546,SULPHURIC ACID (98%) 20KG PACK,SULPHURIC ACID (98%) 20KG DUM,??????????
100022875,974162,"Hydrogen Peroxide Solution, 18% ",HYDROGEN PEROXIDE. 18% 20KG PACK.,??????????
100022920,54861,Baxxodur® EC 301 195KG 1A1,Baxxodur® EC 301 195KG 1A1,C J S SPECIALTY CHEMICAL
100022920,54861,Polyetheramine D 230 ,Baxxodur® EC 301 195KG 1A1,C J S SPECIALTY CHEMICALS PRIVATE
100022963,238638,SILICA FUME UNDENSIFIED,SILICA FUME UNDENSIFIED,Beijing ZhengYuanYiQing
